yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,total_player_salaries,med_player_salary,min_player_salary,max_player_salary,salary_var,Salary Rank,Threshold,over_threshold,times_over_threshold
1993,AL,ML4,MIL,E,7,162,81.0,69,93,N,,N,N,733,5525,1426,240,25,125,555,932.0,138.0,93.0,,,792,715,4.45,26,6,29,4341,1511,153,522,810,131,148.0,0.97,Milwaukee Brewers,County Stadium,1688080.0,99,99,MIL,MIL,MIL,23806834,190000.0,109000,3250000,842797871192.985,23,0.0,0,0
1993,NL,MON,WSN,E,2,163,81.0,94,68,N,,N,N,732,5493,1410,270,36,122,542,860.0,228.0,56.0,,,682,574,3.55,8,7,61,4368,1369,119,521,934,159,144.0,0.97,Montreal Expos,Stade Olympique,1641437.0,105,104,MON,MON,MON,18899333,126000.0,109000,3000000,695350081188.787,25,0.0,0,0
1993,AL,NYA,NYY,E,2,162,81.0,88,74,N,,N,N,821,5615,1568,294,24,178,629,910.0,39.0,35.0,,,761,695,4.35,11,13,38,4314,1467,170,552,899,101,166.0,0.98,New York Yankees,Yankee Stadium II,2416942.0,97,96,NYY,NYA,NYA,42624900,255000.0,0,5050000,2291256476691.9263,3,0.0,0,0
1993,NL,NYN,NYM,E,7,162,81.0,59,103,N,,N,N,672,5448,1350,228,37,158,448,879.0,79.0,50.0,,,744,647,4.05,16,8,22,4314,1483,139,434,867,156,143.0,0.97,New York Mets,Shea Stadium,1873183.0,99,100,NYM,NYN,NYN,39043667,500000.0,109000,6200000,2901863280298.599,9,0.0,0,0
1993,AL,OAK,OAK,W,7,162,81.0,68,94,N,,N,N,715,5543,1408,260,21,158,622,1048.0,131.0,59.0,,,846,791,4.9,8,2,42,4356,1551,157,680,864,111,161.0,0.98,Oakland Athletics,Oakland Coliseum,2035025.0,94,94,OAK,OAK,OAK,37812333,362500.0,109000,4200000,1837879973251.6787,11,0.0,0,0
1993,NL,PHI,PHI,E,1,162,81.0,97,65,Y,,Y,N,877,5685,1555,297,51,156,665,1049.0,91.0,32.0,,,740,646,3.95,24,11,46,4416,1419,129,573,1117,141,123.0,0.97,Philadelphia Phillies,Veterans Stadium,3137674.0,99,98,PHI,PHI,PHI,28538334,307500.0,100000,3500000,1083293361888.4478,19,0.0,0,0
1993,NL,PIT,PIT,E,5,162,81.0,75,87,N,,N,N,707,5549,1482,267,50,110,536,972.0,92.0,55.0,,,806,766,4.77,12,5,34,4335,1557,153,485,832,105,161.0,0.98,Pittsburgh Pirates,Three Rivers Stadium,1650593.0,99,100,PIT,PIT,PIT,24822467,209000.0,109000,4900000,1195942349798.5305,22,0.0,0,0
1993,NL,SDN,SDP,W,7,162,81.0,61,101,N,,N,N,679,5503,1386,239,28,153,443,1046.0,92.0,41.0,,,772,675,4.23,8,6,32,4311,1470,148,558,957,160,129.0,0.97,San Diego Padres,Jack Murphy Stadium,1375432.0,102,102,SDP,SDN,SDN,25511333,142000.0,109000,4333333,1503546851858.589,21,0.0,0,0
1993,AL,SEA,SEA,W,4,162,81.0,82,80,N,,N,N,734,5494,1429,272,24,161,624,901.0,91.0,68.0,,,731,678,4.2,22,10,41,4359,1421,135,605,1083,90,173.0,0.98,Seattle Mariners,Kingdome,2052638.0,101,102,SEA,SEA,SEA,32696333,300000.0,109000,4150000,1290757205984.6555,15,0.0,0,0
1993,NL,SFN,SFG,W,2,162,81.0,103,59,N,,N,N,808,5557,1534,269,33,168,516,930.0,120.0,65.0,,,636,584,3.61,4,9,50,4368,1385,168,442,982,101,169.0,0.98,San Francisco Giants,Candlestick Park,2606354.0,97,96,SFG,SFN,SFN,35050000,475000.0,109000,4750000,1747639604336.94,14,0.0,0,0
1993,NL,SLN,STL,E,3,162,81.0,87,75,N,,N,N,758,5551,1508,262,34,118,588,882.0,153.0,72.0,,,744,660,4.09,5,7,54,4359,1553,152,383,775,159,157.0,0.97,St. Louis Cardinals,Busch Stadium II,2844977.0,98,98,STL,SLN,SLN,23367334,257500.0,109000,3000000,934955922297.8438,24,0.0,0,0
1993,AL,TEX,TEX,W,2,162,81.0,86,76,N,,N,N,835,5510,1472,284,39,181,483,984.0,113.0,67.0,,,751,684,4.28,20,6,45,4314,1476,144,562,957,130,145.0,0.97,Texas Rangers,Arlington Stadium,2244616.0,96,96,TEX,TEX,TEX,36376959,237500.0,109000,4800000,1912573175936.8396,13,0.0,0,0
1993,AL,TOR,TOR,E,1,162,81.0,95,67,Y,,Y,Y,847,5579,1556,317,42,159,588,861.0,170.0,49.0,,,742,674,4.21,11,11,50,4323,1441,134,620,1023,107,144.0,0.98,Toronto Blue Jays,Skydome,4057947.0,101,100,TOR,TOR,TOR,47279166,500000.0,109000,5550000,3058501137226.4385,1,0.0,0,0
1994,NL,ATL,ATL,E,2,114,55.0,68,46,,,,,542,3861,1031,198,18,137,377,668.0,48.0,31.0,,,448,407,3.57,16,4,26,3078,929,76,378,865,81,85.0,0.98,Atlanta Braves,Atlanta-Fulton County Stadium,2539240.0,102,100,ATL,ATL,ATL,49383513,775000.0,109000,5500000,3019821430613.6787,1,0.0,0,0
1994,AL,BAL,BAL,E,2,112,55.0,63,49,,,,,589,3856,1047,185,20,139,438,655.0,69.0,13.0,,,497,477,4.31,13,3,37,2991,1005,131,351,666,57,103.0,0.98,Baltimore Orioles,Oriole Park at Camden Yards,2535359.0,105,104,BAL,BAL,BAL,38849769,550000.0,109000,5500000,2334194397844.77,9,0.0,0,0
1994,AL,BOS,BOS,E,4,115,64.0,54,61,,,,,552,3940,1038,222,19,120,404,723.0,81.0,38.0,,,621,564,4.93,6,1,30,3087,1104,120,450,729,81,124.0,0.98,Boston Red Sox,Fenway Park II,1775818.0,105,105,BOS,BOS,BOS,37859084,500000.0,109000,5155250,2295702493934.051,11,0.0,0,0
1994,AL,CAL,ANA,W,4,115,63.0,47,68,,,,,543,3943,1042,178,16,120,402,715.0,65.0,54.0,,,660,618,5.42,11,3,21,3081,1149,150,436,682,76,110.0,0.98,California Angels,Anaheim Stadium,1512622.0,101,101,CAL,CAL,CAL,25156218,400000.0,109000,3875000,1100985538501.2542,22,0.0,0,0
1994,AL,CHA,CHW,C,1,113,53.0,67,46,,,,,633,3942,1133,175,39,121,497,568.0,77.0,27.0,,,498,444,3.95,13,6,20,3034,964,115,377,754,79,91.0,0.98,Chicago White Sox,Comiskey Park II,1697398.0,99,98,CHW,CHA,CHA,39183836,705000.0,50000,5300000,1912980452377.5679,8,0.0,0,0
1994,NL,CHN,CHC,C,5,113,59.0,49,64,,,,,500,3918,1015,189,26,109,364,750.0,69.0,53.0,,,549,508,4.47,5,1,27,3069,1054,120,392,717,81,110.0,0.98,Chicago Cubs,Wrigley Field,1845208.0,99,99,CHC,CHN,CHN,36287333,260000.0,109000,5975000,2529426325916.85,12,0.0,0,0
1994,NL,CIN,CIN,C,1,115,60.0,66,48,,,,,609,3999,1142,211,36,124,388,738.0,119.0,51.0,,,490,436,3.78,6,2,27,3114,1037,117,339,799,73,91.0,0.98,Cincinnati Reds,Riverfront Stadium,1897681.0,99,99,CIN,CIN,CIN,40961833,450000.0,109000,4975000,2429612845575.9897,6,0.0,0,0
1994,AL,CLE,CLE,C,2,113,51.0,66,47,,,,,679,4022,1165,240,20,167,382,629.0,131.0,48.0,,,562,493,4.36,17,5,21,3054,1097,94,404,666,90,119.0,0.98,Cleveland Indians,Jacobs Field,1995174.0,99,97,CLE,CLE,CLE,30490500,400000.0,109000,4500000,1100762025396.832,18,0.0,0,0
1994,AL,DET,DET,E,5,115,58.0,53,62,,,,,652,3955,1048,216,25,161,520,897.0,46.0,33.0,,,671,609,5.38,15,1,20,3054,1139,148,449,560,82,90.0,0.98,Detroit Tigers,Tiger Stadium,1184783.0,101,101,DET,DET,DET,41446501,800000.0,109000,4237500,1567406601524.8901,5,0.0,0,0
1994,NL,HOU,HOU,C,2,115,59.0,66,49,,,,,602,3955,1099,252,25,120,394,718.0,124.0,44.0,,,503,454,3.97,9,3,29,3087,1043,102,367,739,72,110.0,0.98,Houston Astros,Astrodome,1561136.0,95,94,HOU,HOU,HOU,33126000,275000.0,109000,4275000,1835041278409.0908,14,0.0,0,0
1994,AL,KCA,KCR,C,3,115,59.0,64,51,,,,,574,3911,1051,211,38,100,376,698.0,140.0,62.0,,,532,485,4.23,5,3,38,3093,1018,95,392,717,80,102.0,0.98,Kansas City Royals,Kauffman Stadium,1400494.0,104,104,KCR,KCA,KCA,40541334,700000.0,109000,5000000,2340715623077.5645,7,0.0,0,0
1994,NL,LAN,LAD,W,1,114,55.0,58,56,,,,,532,3904,1055,160,29,115,366,687.0,74.0,37.0,,,509,477,4.23,14,4,20,3042,1041,90,354,732,88,104.0,0.98,Los Angeles Dodgers,Dodger Stadium,2279355.0,94,94,LAD,LAN,LAN,38000001,515000.0,109000,3650000,1663458461051.3909,10,0.0,0,0
1994,AL,MIN,MIN,C,4,113,59.0,53,60,,,,,594,3952,1092,239,23,103,359,635.0,94.0,30.0,,,688,634,5.68,6,2,29,3015,1197,153,388,602,75,99.0,0.98,Minnesota Twins,Hubert H Humphrey Metrodome,1398565.0,100,102,MIN,MIN,MIN,28438500,177500.0,109000,5300000,1813020626724.1384,21,0.0,0,0
1994,AL,ML4,MIL,C,5,115,56.0,53,62,,,,,547,3978,1045,238,21,99,417,680.0,59.0,37.0,,,586,532,4.62,11,1,23,3108,1071,127,421,577,85,130.0,0.98,Milwaukee Brewers,County Stadium,1268399.0,104,105,MIL,MIL,MIL,24350500,375000.0,109000,3500000,941477150000.0,23,0.0,0,0
1994,NL,MON,WSN,E,1,114,52.0,74,40,,,,,585,4000,1111,246,30,108,379,669.0,137.0,36.0,,,454,410,3.56,4,2,46,3108,970,100,288,805,94,90.0,0.97,Montreal Expos,Stade Olympique,1276250.0,101,101,MON,MON,MON,19098000,187500.0,109000,4025000,1176330828042.328,25,0.0,0,0
1994,AL,NYA,NYY,E,1,113,57.0,70,43,,,,,670,3986,1155,238,16,139,530,660.0,55.0,40.0,,,534,491,4.34,8,0,31,3057,1045,120,398,656,80,122.0,0.98,New York Yankees,Yankee Stadium II,1675556.0,97,96,NYY,NYA,NYA,45731334,810000.0,109000,5350000,2523212900851.6846,2,0.0,0,0
1994,NL,NYN,NYM,E,3,113,53.0,55,58,,,,,506,3869,966,164,21,117,336,807.0,25.0,26.0,,,526,469,4.13,7,2,35,3069,1069,117,332,640,89,112.0,0.98,New York Mets,Shea Stadium,1151471.0,99,99,NYM,NYN,NYN,30956583,175000.0,109000,6300000,2729225201272.3223,17,0.0,0,0
1994,AL,OAK,OAK,W,2,114,56.0,51,63,,,,,549,3885,1009,178,13,113,417,686.0,91.0,39.0,,,589,537,4.82,12,3,23,3009,979,128,510,732,88,105.0,0.97,Oakland Athletics,Oakland Coliseum,1242692.0,91,92,OAK,OAK,OAK,34172500,190000.0,109000,4800000,2227834155303.0303,13,0.0,0,0
1994,NL,PHI,PHI,E,4,115,60.0,54,61,,,,,521,3927,1028,208,28,80,396,711.0,67.0,24.0,,,497,438,3.85,7,1,30,3072,1028,98,377,699,94,96.0,0.97,Philadelphia Phillies,Veterans Stadium,2290971.0,102,102,PHI,PHI,PHI,31599000,550000.0,109000,2875000,937757611895.1611,16,0.0,0,0
1994,NL,PIT,PIT,C,3,114,61.0,53,61,,,,,466,3864,1001,198,23,80,349,725.0,53.0,25.0,,,580,518,4.64,8,1,24,3015,1094,117,370,650,89,131.0,0.98,Pittsburgh Pirates,Three Rivers Stadium,1222520.0,101,102,PIT,PIT,PIT,24217250,192500.0,109000,3550000,1034699190786.5417,24,0.0,0,0
1994,NL,SDN,SDP,W,4,117,57.0,47,70,,,,,479,4068,1117,200,19,92,319,762.0,79.0,37.0,,,531,474,4.08,8,3,27,3135,1008,99,393,862,111,82.0,0.97,San Diego Padres,Jack Murphy Stadium,953857.0,97,98,SDP,SDN,SDN,14916333,145000.0,109000,3633333,612478539028.7614,26,0.0,0,0
1994,AL,SEA,SEA,W,3,112,44.0,49,63,,,,,569,3883,1045,211,18,153,372,652.0,48.0,21.0,,,616,546,4.99,13,4,21,2952,1051,109,486,763,95,102.0,0.97,Seattle Mariners,Kingdome,1104206.0,102,102,SEA,SEA,SEA,29228500,240000.0,109000,5100000,1961512780841.547,20,0.0,0,0
1994,NL,SFN,SFG,W,2,115,60.0,55,60,,,,,504,3869,963,159,32,123,364,719.0,114.0,40.0,,,500,454,3.99,2,0,33,3075,1014,122,372,655,68,113.0,0.98,San Francisco Giants,Candlestick Park,1704608.0,94,94,SFG,SFN,SFN,42638666,675000.0,109000,5166666,2125983031145.1895,4,0.0,0,0
1994,NL,SLN,STL,C,3,115,56.0,53,61,,,,,535,3902,1026,213,27,108,434,686.0,76.0,46.0,,,621,581,5.14,7,3,29,3054,1154,134,355,632,80,119.0,0.98,St. Louis Cardinals,Busch Stadium II,1866544.0,98,99,STL,SLN,SLN,29275601,450000.0,109000,4600000,1451437781248.447,19,0.0,0,0
1994,AL,TEX,TEX,W,1,114,63.0,52,62,,,,,613,3983,1114,198,27,124,437,730.0,82.0,35.0,,,697,619,5.45,10,3,26,3069,1176,157,394,683,105,106.0,0.97,Texas Rangers,The Ballpark at Arlington,2503198.0,100,101,TEX,TEX,TEX,32973597,340000.0,109000,5100000,2000155475331.5227,15,0.0,0,0
1994,AL,TOR,TOR,E,3,115,59.0,55,60,,,,,566,3962,1064,210,30,115,387,691.0,79.0,26.0,,,579,535,4.7,13,4,26,3075,1053,127,482,832,80,105.0,0.98,Toronto Blue Jays,Skydome,2907933.0,100,100,TOR,TOR,TOR,43433668,550000.0,109000,5550000,3061383377470.2715,3,0.0,0,0
1995,NL,ATL,ATL,E,1,144,72.0,90,54,Y,N,Y,Y,645,4814,1202,210,27,168,520,933.0,73.0,43.0,,,540,493,3.44,18,11,34,3873,1184,107,436,1087,100,113.0,0.98,Atlanta Braves,Atlanta-Fulton County Stadium,2561831.0,103,102,ATL,ATL,ATL,47235445,305000.0,109000,6500000,4280177820855.5425,3,0.0,0,0
1995,AL,BAL,BAL,E,3,144,72.0,71,73,N,N,N,N,704,4837,1267,229,27,173,574,803.0,92.0,45.0,,,640,607,4.31,19,10,29,3801,1165,149,523,930,72,141.0,0.98,Baltimore Orioles,Oriole Park at Camden Yards,3098475.0,102,101,BAL,BAL,BAL,43942521,415000.0,109000,6700000,2745552597272.159,5,0.0,0,0
1995,AL,BOS,BOS,E,1,144,72.0,86,58,Y,N,N,N,791,4997,1399,286,31,175,560,923.0,99.0,44.0,,,698,630,4.39,7,9,39,3876,1338,127,476,888,120,151.0,0.97,Boston Red Sox,Fenway Park II,2164410.0,103,103,BOS,BOS,BOS,32455518,272500.0,109000,5800000,1987572205058.3064,16,0.0,0,0
1995,AL,CAL,ANA,W,2,145,72.0,78,67,N,N,N,N,801,5019,1390,252,25,186,564,889.0,58.0,39.0,,,697,645,4.52,8,9,42,3852,1310,163,486,901,95,120.0,0.98,California Angels,Anaheim Stadium,1748680.0,99,99,CAL,CAL,CAL,31223171,175000.0,109000,5000000,2345980002791.593,17,0.0,0,0
1995,AL,CHA,CHW,C,3,145,72.0,68,76,N,N,N,N,755,5060,1417,252,37,146,576,767.0,110.0,39.0,,,758,692,4.85,12,4,36,3852,1374,164,617,892,108,131.0,0.98,Chicago White Sox,Comiskey Park II,1609773.0,96,95,CHW,CHA,CHA,46961282,670000.0,109000,7150000,2789587029340.7275,4,0.0,0,0
1995,NL,CHN,CHC,C,3,144,72.0,73,71,N,N,N,N,693,4963,1315,267,39,158,440,953.0,105.0,37.0,,,671,597,4.13,6,12,45,3903,1313,162,518,926,115,115.0,0.97,Chicago Cubs,Wrigley Field,1918265.0,98,98,CHC,CHN,CHN,29505834,201250.0,109000,4400000,2146574645304.6736,20,0.0,0,0
1995,NL,CIN,CIN,C,1,144,72.0,85,59,Y,N,N,N,747,4903,1326,277,35,161,519,946.0,190.0,68.0,,,623,577,4.03,8,10,38,3867,1270,131,424,903,79,140.0,0.98,Cincinnati Reds,Riverfront Stadium,1837649.0,100,99,CIN,CIN,CIN,43144670,581666.5,109000,5900000,2769225137652.8955,6,0.0,0,0
1995,AL,CLE,CLE,C,1,144,72.0,100,44,Y,N,Y,N,840,5028,1461,279,23,207,542,766.0,132.0,53.0,,,607,554,3.83,10,10,50,3903,1261,135,445,926,101,142.0,0.98,Cleveland Indians,Jacobs Field,2842745.0,101,99,CLE,CLE,CLE,37937835,516666.0,109000,4550000,1626652496531.832,8,0.0,0,0
1995,AL,DET,DET,E,4,144,72.0,60,84,N,N,N,N,654,4865,1204,228,29,159,551,987.0,73.0,36.0,,,844,778,5.49,5,3,38,3825,1509,170,536,729,106,143.0,0.98,Detroit Tigers,Tiger Stadium,1180979.0,100,101,DET,DET,DET,37044168,215000.0,109000,9237500,3841378799830.631,11,0.0,0,0
1995,NL,HOU,HOU,C,2,144,72.0,76,68,N,N,N,N,747,5097,1403,260,22,109,566,992.0,176.0,60.0,,,674,595,4.06,6,8,32,3960,1357,118,460,1056,121,120.0,0.97,Houston Astros,Astrodome,1363801.0,93,93,HOU,HOU,HOU,34169834,178750.0,109000,6875000,2731384232232.1104,15,0.0,0,0
1995,AL,KCA,KCR,C,2,144,72.0,70,74,N,N,N,N,629,4903,1275,240,35,119,475,849.0,120.0,53.0,,,691,643,4.49,11,10,37,3864,1323,142,503,763,90,168.0,0.98,Kansas City Royals,Kauffman Stadium,1233530.0,101,101,KCR,KCA,KCA,29532834,172000.0,109000,4800000,1832017736563.823,19,0.0,0,0
1995,NL,LAN,LAD,W,1,144,72.0,78,66,Y,N,N,N,634,4942,1303,191,31,140,468,1023.0,127.0,45.0,,,609,527,3.66,16,11,37,3885,1188,125,462,1060,130,120.0,0.97,Los Angeles Dodgers,Dodger Stadium,2766251.0,91,91,LAD,LAN,LAN,39273201,300000.0,109000,5300000,2362337857461.0093,7,0.0,0,0
1995,AL,MIN,MIN,C,5,144,72.0,56,88,N,N,N,N,703,5005,1398,270,34,120,471,916.0,105.0,57.0,,,889,814,5.76,7,2,27,3816,1450,210,533,790,100,141.0,0.98,Minnesota Twins,Hubert H Humphrey Metrodome,1057667.0,101,102,MIN,MIN,MIN,25410500,150000.0,109000,6300000,2094418070075.7578,23,0.0,0,0
1995,AL,ML4,MIL,C,4,144,72.0,65,79,N,N,N,N,740,5000,1329,249,42,128,502,800.0,105.0,40.0,,,747,689,4.82,7,4,31,3858,1391,146,603,699,105,186.0,0.98,Milwaukee Brewers,County Stadium,1087560.0,105,105,MIL,MIL,MIL,17798825,135000.0,109000,4875000,852281233296.0084,25,0.0,0,0
1995,NL,MON,WSN,E,5,144,72.0,66,78,N,N,N,N,621,4905,1268,265,24,118,400,901.0,120.0,49.0,,,638,586,4.11,7,9,42,3849,1286,128,416,950,109,119.0,0.98,Montreal Expos,Stade Olympique,1309618.0,104,103,MON,MON,MON,12364000,165000.0,109000,3000000,328237854166.6666,26,0.0,0,0
1995,AL,NYA,NYY,E,2,145,73.0,79,65,N,Y,N,N,749,4947,1365,280,34,122,625,851.0,50.0,30.0,,,688,651,4.56,18,5,35,3852,1286,159,535,908,73,121.0,0.98,New York Yankees,Yankee Stadium II,1705263.0,99,98,NYY,NYA,NYA,48874851,500000.0,109000,5400000,3057511506194.789,2,0.0,0,0
1995,NL,NYN,NYM,E,2,144,72.0,69,75,N,N,N,N,657,4958,1323,218,34,125,446,994.0,58.0,39.0,,,618,557,3.88,9,9,36,3873,1296,133,401,901,115,125.0,0.97,New York Mets,Shea Stadium,1273183.0,96,97,NYM,NYN,NYN,27674992,125000.0,109000,5562990,1634379781959.311,21,0.0,0,0
1995,AL,OAK,OAK,W,4,144,72.0,67,77,N,N,N,N,730,4916,1296,228,18,169,565,911.0,112.0,46.0,,,761,697,4.93,8,4,34,3819,1320,153,556,890,101,151.0,0.98,Oakland Athletics,Oakland Coliseum,1174310.0,91,91,OAK,OAK,OAK,37739225,200000.0,109000,6925000,2963870266627.386,9,0.0,0,0
1995,NL,PHI,PHI,E,2,144,72.0,69,75,N,N,N,N,615,4950,1296,263,30,94,497,884.0,72.0,25.0,,,658,603,4.21,8,8,41,3870,1241,134,538,980,96,139.0,0.98,Philadelphia Phillies,Veterans Stadium,2043598.0,100,101,PHI,PHI,PHI,30555945,150000.0,109000,6200000,1897882468029.6555,18,0.0,0,0
1995,NL,PIT,PIT,C,5,144,72.0,58,86,N,N,N,N,629,4937,1281,245,27,125,456,972.0,84.0,55.0,,,736,666,4.7,11,7,29,3825,1407,130,477,871,121,138.0,0.97,Pittsburgh Pirates,Three Rivers Stadium,905517.0,102,103,PIT,PIT,PIT,18355345,200000.0,109000,4400000,807706177437.9393,24,0.0,0,0
1995,NL,SDN,SDP,W,3,144,72.0,70,74,N,N,N,N,668,4950,1345,231,20,116,447,872.0,124.0,46.0,,,672,589,4.13,6,10,35,3852,1242,142,512,1047,108,130.0,0.98,San Diego Padres,Jack Murphy Stadium,1041805.0,97,97,SDP,SDN,SDN,26382334,200000.0,109000,4658334,2025574204338.3655,22,0.0,0,0
1995,AL,SEA,SEA,W,1,145,73.0,79,66,Y,N,N,N,796,4996,1377,276,20,182,549,871.0,110.0,41.0,,,708,644,4.5,9,8,39,3868,1343,149,591,1068,104,108.0,0.98,Seattle Mariners,Kingdome,1643203.0,101,101,SEA,SEA,SEA,36481311,250000.0,109000,7600000,2987127296934.3223,12,0.0,0,0
1995,NL,SFN,SFG,W,4,144,72.0,67,77,N,N,N,N,652,4971,1256,229,33,152,472,1060.0,138.0,46.0,,,776,698,4.86,12,5,34,3879,1368,173,505,801,106,142.0,0.98,San Francisco Giants,Candlestick Park,1241500.0,96,97,SFG,SFN,SFN,36462777,170000.0,109000,8166666,2813310356447.8423,13,0.0,0,0
1995,NL,SLN,STL,C,4,143,72.0,62,81,N,N,N,N,563,4779,1182,238,24,107,436,920.0,79.0,46.0,,,658,575,4.09,4,6,38,3795,1290,135,445,842,113,156.0,0.98,St. Louis Cardinals,Busch Stadium II,1756727.0,99,100,STL,SLN,SLN,37101000,299500.0,109000,4525000,1518693960881.9346,10,0.0,0,0
1995,AL,TEX,TEX,W,3,144,72.0,74,70,N,N,N,N,691,4913,1304,247,24,138,526,877.0,90.0,47.0,,,720,665,4.66,14,4,34,3855,1385,152,514,838,98,156.0,0.98,Texas Rangers,The Ballpark at Arlington,1985910.0,103,103,TEX,TEX,TEX,34581451,212500.0,109000,5647726,2293205545728.0156,14,0.0,0,0
1995,AL,TOR,TOR,E,5,144,72.0,56,88,N,N,N,N,642,5036,1309,275,27,140,492,906.0,75.0,16.0,,,777,701,4.88,16,8,22,3876,1336,145,654,894,97,131.0,0.98,Toronto Blue Jays,Skydome,2826483.0,99,100,TOR,TOR,TOR,50590000,290000.0,109000,8000000,5549062077178.03,1,0.0,0,0
1996,NL,ATL,ATL,E,1,162,81.0,96,66,Y,N,Y,N,773,5614,1514,264,28,197,530,1032.0,83.0,43.0,,,648,578,3.54,14,9,46,4407,1372,120,451,1245,130,143.0,0.98,Atlanta Braves,Atlanta-Fulton County Stadium,2901242.0,106,104,ATL,ATL,ATL,49698500,385000.0,109000,6675000,5190594201436.781,3,0.0,0,0
1996,AL,BAL,BAL,E,2,163,82.0,88,74,N,Y,N,N,949,5689,1557,299,29,257,645,915.0,76.0,40.0,,,903,840,5.15,13,2,44,4404,1604,209,597,1047,97,173.0,0.98,Baltimore Orioles,Oriole Park at Camden Yards,3646950.0,100,99,BAL,BAL,BAL,54490315,675000.0,109000,6650000,3699665915223.9097,1,0.0,0,0
1996,AL,BOS,BOS,E,3,162,81.0,85,77,N,N,N,N,928,5756,1631,308,31,209,642,1020.0,91.0,44.0,,,921,810,5.0,17,5,37,4374,1606,185,722,1165,135,152.0,0.97,Boston Red Sox,Fenway Park II,2315231.0,101,101,BOS,BOS,BOS,42393500,400000.0,109000,5500000,2365663625992.063,7,0.0,0,0
1996,AL,CAL,ANA,W,4,161,81.0,70,91,N,N,N,N,762,5686,1571,256,24,192,527,974.0,53.0,39.0,,,943,849,5.31,12,8,38,4317,1546,219,662,1052,128,156.0,0.97,California Angels,Anaheim Stadium,1820521.0,98,98,CAL,CAL,CAL,28738000,300000.0,109000,5000000,1332865423048.0479,16,0.0,0,0
1996,AL,CHA,CHW,C,2,162,81.0,85,77,N,N,N,N,898,5644,1586,284,33,195,701,927.0,105.0,41.0,,,794,735,4.53,7,5,43,4383,1529,174,616,1039,109,145.0,0.98,Chicago White Sox,Comiskey Park II,1676403.0,95,95,CHW,CHA,CHA,45139500,575000.0,109500,7150000,4102773104166.666,5,0.0,0,0
1996,NL,CHN,CHC,C,4,162,81.0,76,86,N,N,N,N,772,5531,1388,267,19,175,523,1090.0,108.0,50.0,,,771,705,4.36,10,11,34,4368,1447,184,546,1027,104,147.0,0.98,Chicago Cubs,Wrigley Field,2219110.0,103,103,CHC,CHN,CHN,33081000,275000.0,109000,4750000,1854888271306.8186,14,0.0,0,0
1996,NL,CIN,CIN,C,3,162,81.0,81,81,N,N,N,N,778,5455,1398,259,36,191,604,1134.0,171.0,63.0,,,773,694,4.33,6,8,52,4329,1447,167,591,1089,121,145.0,0.98,Cincinnati Reds,Riverfront Stadium,1861428.0,101,101,CIN,CIN,CIN,42526334,550000.0,109000,6150000,2907589173079.7515,6,0.0,0,0
1996,AL,CLE,CLE,C,1,161,80.0,99,62,Y,N,N,N,952,5681,1665,335,23,218,671,844.0,160.0,50.0,,,769,702,4.35,13,9,46,4356,1530,173,484,1033,124,156.0,0.98,Cleveland Indians,Jacobs Field,3318174.0,99,98,CLE,CLE,CLE,48107360,750000.0,110000,5700000,2723674182307.025,4,0.0,0,0
1996,AL,DET,DET,E,5,162,81.0,53,109,N,N,N,N,783,5530,1413,257,21,204,546,1268.0,87.0,50.0,,,1103,1015,6.38,10,4,22,4296,1699,241,784,957,135,157.0,0.97,Detroit Tigers,Tiger Stadium,1168610.0,100,102,DET,DET,DET,23438000,174500.0,109000,9237500,3270911915322.5796,20,0.0,0,0
1996,NL,HOU,HOU,C,2,162,81.0,82,80,N,N,N,N,753,5508,1445,297,29,129,554,1057.0,180.0,63.0,,,792,704,4.38,13,4,35,4341,1541,154,539,1163,138,130.0,0.97,Houston Astros,Astrodome,1975888.0,92,92,HOU,HOU,HOU,28487000,275000.0,109000,5050000,2056801662365.5908,17,0.0,0,0
1996,AL,KCA,KCR,C,5,161,80.0,75,86,N,N,N,N,746,5542,1477,286,38,123,529,943.0,195.0,85.0,,,786,733,4.55,17,8,35,4350,1563,176,460,926,111,184.0,0.98,Kansas City Royals,Kauffman Stadium,1435997.0,99,100,KCR,KCA,KCA,20281250,180000.0,109000,5051250,1006038651041.6666,25,0.0,0,0
1996,NL,LAN,LAD,W,2,162,81.0,90,72,N,Y,N,N,703,5538,1396,215,33,150,516,1190.0,124.0,40.0,,,652,567,3.48,6,9,50,4398,1378,125,534,1212,125,143.0,0.98,Los Angeles Dodgers,Dodger Stadium,3188454.0,93,92,LAD,LAN,LAN,35355000,387500.0,109000,4800000,1799427942540.3228,12,0.0,0,0
1996,AL,MIN,MIN,C,4,162,82.0,78,84,N,N,N,N,877,5673,1633,332,47,118,576,958.0,143.0,53.0,,,900,847,5.3,13,5,31,4317,1561,233,581,959,94,142.0,0.98,Minnesota Twins,Hubert H Humphrey Metrodome,1437352.0,101,102,MIN,MIN,MIN,23117000,155000.0,109000,6200000,1989969695075.7576,21,0.0,0,0
